Start_UTC,, Latitude, Longitude, GPS_Alt, qual_flag, amass_aer, AOD0355, AOD0380, AOD0452, AOD0470, AOD0501, AOD0520, AOD0530, AOD0532, AOD0550, AOD0606, AOD0620, AOD0660, AOD0675, AOD0700, AOD0781, AOD0865, AOD1020, AOD1040, AOD1064, AOD1236, AOD1250, AOD1559, AOD1627, AOD1650, UNCAOD0355, UNCAOD0380, UNCAOD0452, UNCAOD0470, UNCAOD0501, UNCAOD0520, UNCAOD0530, UNCAOD0532, UNCAOD0550, UNCAOD0606, UNCAOD0620, UNCAOD0660, UNCAOD0675, UNCAOD0700, UNCAOD0781, UNCAOD0865, UNCAOD1020, UNCAOD1040, UNCAOD1064, UNCAOD1236, UNCAOD1250, UNCAOD1559, UNCAOD1627, UNCAOD1650
45698,12:41:38,-15.3440371,5.3430371,825.1,1,1.111,1.82,1.808,1.788,1.788,1.781,1.778,1.778,1.778,1.782,1.788,1.787,1.799,1.801,1.839,1.836,1.87,1.762,1.78,1.78,1.865,1.871,1.954,1.951,1.78,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
45699,12:41:39,-15.3447601,5.3437401,822.4,1,1.111,1.666,1.656,1.625,1.618,1.608,1.602,1.6,1.6,1.598,1.597,1.593,1.598,1.602,1.633,1.619,1.639,0.079,0.083,0.078,0.075,0.076,0.049,0.025,0.029,0.021,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.005,0.009,0.004,0.005,0.015,0.014,0.013,0.012,0.013,0.012,0.007,0.015
45700,12:41:40,-15.3454915,5.3443915,819.7,0,1.111,0.442,0.418,0.348,0.33,0.303,0.284,0.276,0.276,0.263,0.226,0.212,0.192,0.186,0.206,0.145,0.117,0.085,0.08,0.08,0.073,0.076,0.047,0.032,0.04,0.021,0.021,0.015,0.01,0.011,0.012,0.012,0.011,0.01,0.008,0.008,0.009,0.008,0.009,0.005,0.005,0.019,0.013,0.014,0.013,0.013,0.011,0.014,0.021
45701,12:41:41,-15.3462231,5.3451231,816.9,0,1.111,0.445,0.42,0.351,0.333,0.307,0.286,0.278,0.278,0.265,0.228,0.215,0.194,0.189,0.206,0.146,0.119,0.082,0.085,0.084,0.077,0.077,0.052,0.034,0.042,0.021,0.02,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.006,0.009,0.004,0.005,0.017,0.013,0.013,0.012,0.012,0.015,0.016,0.012
45702,12:41:42,-15.3469438,5.3458438,814.2,0,1.111,0.447,0.424,0.352,0.334,0.306,0.286,0.278,0.278,0.264,0.228,0.215,0.194,0.187,0.206,0.146,0.115,0.081,0.084,0.081,0.076,0.075,0.049,0.031,0.032,0.022,0.022,0.017,0.012,0.013,0.014,0.014,0.013,0.012,0.008,0.01,0.011,0.008,0.01,0.007,0.006,0.015,0.014,0.013,0.012,0.012,0.011,0.008,0.021
45703,12:41:43,-15.3482653,5.3471653,809.8,0,1.111,0.446,0.422,0.35,0.332,0.304,0.285,0.277,0.277,0.264,0.226,0.215,0.193,0.187,0.205,0.145,0.116,0.08,0.083,0.081,0.076,0.073,0.05,0.032,0.038,0.023,0.021,0.017,0.012,0.012,0.012,0.012,0.012,0.011,0.01,0.01,0.009,0.008,0.009,0.006,0.007,0.019,0.013,0.013,0.012,0.012,0.012,0.01,0.013
45704,12:41:44,-15.3490975,5.3479975,806.8,0,1.111,0.445,0.419,0.347,0.329,0.303,0.283,0.275,0.274,0.262,0.225,0.213,0.191,0.185,0.205,0.143,0.116,0.081,0.082,0.08,0.075,0.075,0.049,0.031,0.035,0.023,0.021,0.015,0.011,0.011,0.011,0.011,0.011,0.01,0.008,0.008,0.008,0.005,0.01,0.005,0.005,0.013,0.013,0.013,0.012,0.013,0.011,0.008,0.013
45705,12:41:45,-15.3498258,5.3486601,804,0,1.111,0.445,0.422,0.349,0.332,0.303,0.285,0.276,0.276,0.263,0.227,0.215,0.192,0.186,0.205,0.145,0.116,0.081,0.083,0.081,0.075,0.075,0.051,0.035,0.035,0.025,0.023,0.019,0.015,0.015,0.014,0.013,0.015,0.014,0.011,0.012,0.011,0.01,0.011,0.009,0.008,0.019,0.013,0.015,0.014,0.013,0.018,0.008,0.014
45706,12:41:46,-15.3505575,5.3493575,801.9,0,1.111,0.448,0.421,0.35,0.334,0.305,0.286,0.279,0.277,0.265,0.227,0.215,0.194,0.187,0.206,0.145,0.115,0.081,0.085,0.082,0.076,0.075,0.047,0.031,0.029,0.024,0.022,0.019,0.014,0.014,0.013,0.013,0.015,0.013,0.01,0.011,0.011,0.008,0.01,0.006,0.006,0.018,0.013,0.013,0.013,0.012,0.015,0.012,0.012
45707,12:41:47,-15.3512834,5.3500834,799.6,0,1.111,0.448,0.421,0.35,0.334,0.305,0.286,0.279,0.277,0.265,0.227,0.215,0.194,0.187,0.206,0.145,0.115,0.081,0.085,0.082,0.076,0.075,0.047,0.031,0.029,0.024,0.022,0.019,0.014,0.014,0.013,0.013,0.015,0.013,0.01,0.011,0.011,0.008,0.01,0.006,0.006,0.018,0.013,0.013,0.013,0.012,0.015,0.012,0.012
45708,12:41:48,-15.3520089,5.3507703,796.8,0,1.111,0.45,0.426,0.353,0.338,0.309,0.289,0.281,0.28,0.268,0.229,0.218,0.196,0.189,0.207,0.148,0.118,0.081,0.084,0.082,0.077,0.075,0.05,0.029,0.036,0.021,0.021,0.017,0.012,0.012,0.013,0.013,0.013,0.011,0.008,0.01,0.01,0.007,0.009,0.006,0.005,0.016,0.013,0.013,0.012,0.012,0.011,0.008,0.023
45709,12:41:49,-15.3527075,5.3514371,794.4,0,1.112,0.449,0.425,0.354,0.336,0.308,0.289,0.281,0.28,0.268,0.231,0.218,0.195,0.189,0.209,0.148,0.118,0.085,0.085,0.085,0.077,0.076,0.054,0.033,0.044,0.022,0.021,0.015,0.011,0.012,0.013,0.012,0.012,0.011,0.009,0.009,0.01,0.008,0.01,0.007,0.006,0.018,0.014,0.013,0.012,0.012,0.013,0.016,0.013
45710,12:41:50,-15.3533601,5.3521601,792.4,0,1.112,0.451,0.427,0.355,0.338,0.309,0.289,0.281,0.28,0.268,0.231,0.219,0.196,0.189,0.209,0.148,0.119,0.083,0.085,0.084,0.078,0.076,0.055,0.033,0.036,0.023,0.022,0.017,0.012,0.014,0.013,0.013,0.013,0.012,0.009,0.01,0.01,0.009,0.01,0.007,0.008,0.015,0.013,0.013,0.012,0.013,0.013,0.008,0.014
45711,12:41:51,-15.3540915,5.3528915,789.8,0,1.112,0.454,0.427,0.356,0.338,0.31,0.29,0.283,0.282,0.269,0.231,0.22,0.197,0.191,0.21,0.148,0.12,0.082,0.087,0.084,0.078,0.078,0.051,0.031,0.038,0.022,0.021,0.016,0.011,0.012,0.012,0.013,0.012,0.011,0.008,0.009,0.01,0.006,0.009,0.005,0.005,0.016,0.013,0.013,0.012,0.012,0.011,0.008,0.02
45712,12:41:52,-15.3548231,5.3536202,787.9,0,1.112,0.454,0.43,0.358,0.341,0.313,0.293,0.285,0.285,0.272,0.234,0.222,0.2,0.193,0.212,0.151,0.122,0.085,0.088,0.085,0.079,0.079,0.056,0.038,0.04,0.021,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.008,0.007,0.009,0.005,0.009,0.004,0.005,0.014,0.013,0.013,0.013,0.012,0.012,0.021,0.017
45713,12:41:53,-15.3555438,5.3542508,785.2,0,1.112,0.451,0.428,0.355,0.339,0.309,0.291,0.282,0.281,0.269,0.232,0.22,0.197,0.19,0.211,0.149,0.121,0.085,0.087,0.084,0.079,0.078,0.053,0.036,0.038,0.024,0.022,0.02,0.015,0.015,0.014,0.014,0.015,0.014,0.01,0.012,0.012,0.009,0.011,0.008,0.008,0.019,0.013,0.013,0.012,0.012,0.016,0.009,0.013
45714,12:41:54,-15.3569497,5.3556497,780.8,0,1.112,0.454,0.43,0.358,0.341,0.312,0.293,0.285,0.284,0.271,0.234,0.222,0.199,0.193,0.212,0.151,0.123,0.085,0.089,0.086,0.079,0.08,0.055,0.038,0.041,0.022,0.021,0.014,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.007,0.008,0.005,0.009,0.004,0.005,0.014,0.014,0.013,0.013,0.012,0.025,0.011,0.016
45715,12:41:55,-15.3577304,5.3564304,778.5,0,1.112,0.454,0.43,0.359,0.342,0.313,0.295,0.285,0.285,0.272,0.235,0.222,0.2,0.194,0.213,0.151,0.123,0.086,0.086,0.085,0.078,0.078,0.052,0.034,0.043,0.023,0.021,0.018,0.014,0.014,0.014,0.012,0.014,0.012,0.011,0.012,0.011,0.011,0.011,0.009,0.006,0.021,0.013,0.013,0.012,0.012,0.025,0.014,0.022
45716,12:41:56,-15.3584297,5.3571297,776.7,0,1.112,0.451,0.43,0.356,0.34,0.311,0.291,0.283,0.283,0.271,0.232,0.221,0.198,0.193,0.211,0.15,0.122,0.086,0.088,0.085,0.08,0.079,0.056,0.034,0.039,0.027,0.025,0.023,0.017,0.017,0.017,0.016,0.017,0.015,0.012,0.013,0.013,0.011,0.013,0.01,0.01,0.018,0.013,0.013,0.013,0.013,0.019,0.007,0.012
45717,12:41:57,-15.3591575,5.3578575,774.3,0,1.112,0.454,0.428,0.357,0.34,0.311,0.292,0.283,0.283,0.27,0.233,0.221,0.199,0.193,0.211,0.151,0.121,0.082,0.088,0.083,0.079,0.079,0.052,0.035,0.038,0.023,0.022,0.019,0.014,0.014,0.015,0.014,0.015,0.013,0.01,0.011,0.011,0.009,0.011,0.008,0.008,0.016,0.013,0.013,0.013,0.013,0.016,0.007,0.013
45718,12:41:58,-15.3598834,5.3585355,772,0,1.112,0.454,0.428,0.357,0.34,0.311,0.292,0.283,0.283,0.27,0.233,0.221,0.199,0.193,0.211,0.151,0.121,0.082,0.088,0.083,0.079,0.079,0.052,0.035,0.038,0.023,0.022,0.019,0.014,0.014,0.015,0.014,0.015,0.013,0.01,0.011,0.011,0.009,0.011,0.008,0.008,0.016,0.013,0.013,0.013,0.013,0.016,0.007,0.013
45719,12:41:59,-15.3605703,5.3592089,769.5,0,1.112,0.456,0.433,0.361,0.344,0.317,0.298,0.29,0.288,0.276,0.239,0.227,0.206,0.2,0.22,0.158,0.13,0.649,0.654,0.654,0.665,0.664,0.659,0.648,0.667,0.023,0.023,0.018,0.014,0.014,0.013,0.013,0.014,0.013,0.012,0.011,0.011,0.009,0.011,0.009,0.01,0.019,0.013,0.015,0.014,0.014,0.021,0.015,0.026
45720,12:42:00,-15.3612406,5.3599406,766.1,1,1.112,2.232,2.228,2.227,2.228,2.231,2.23,2.233,2.236,2.24,2.26,2.261,2.282,2.291,2.332,2.35,2.399,1.948,1.96,1.97,2.038,2.037,2.122,2.033,1.878,0.022,0.023,0.017,0.012,0.012,0.012,0.012,0.011,0.01,0.008,0.008,0.01,0.007,0.009,0.005,0.007,0.018,0.015,0.016,0.014,0.019,0.037,0.046,0.055
45721,12:42:01,-15.3619694,5.3606482,763.6,1,1.112,2.442,2.443,2.45,2.454,2.461,2.458,2.464,2.465,2.471,2.488,2.491,2.515,2.52,2.563,2.577,2.616,1.373,1.388,1.389,1.431,1.431,1.466,1.453,1.439,0.035,0.035,0.032,0.028,0.029,0.028,0.028,0.029,0.028,0.026,0.027,0.028,0.025,0.025,0.022,0.025,0.032,0.024,0.024,0.029,0.027,0.036,0.025,0.078
45722,12:42:02,-15.3626915,5.3612915,761.7,1,1.112,1.221,1.202,1.16,1.149,1.132,1.119,1.114,1.114,1.107,1.086,1.078,1.068,1.066,1.092,1.046,1.042,0.659,0.666,0.662,0.681,0.68,0.671,0.683,0.703,0.13,0.134,0.138,0.138,0.139,0.141,0.14,0.14,0.142,0.141,0.143,0.146,0.145,0.143,0.143,0.148,0.154,0.142,0.15,0.163,0.161,0.159,0.17,0.186
45723,12:42:03,-15.3634231,5.3620231,758.9,1,1.112,1.67,1.659,1.635,1.628,1.617,1.609,1.606,1.606,1.603,1.595,1.589,1.59,1.587,1.619,1.591,1.596,0.653,0.659,0.659,0.674,0.671,0.652,0.644,0.679,0.032,0.032,0.029,0.024,0.026,0.025,0.024,0.024,0.023,0.021,0.023,0.023,0.02,0.02,0.018,0.02,0.03,0.028,0.032,0.028,0.03,0.021,0.016,0.046
45724,12:42:04,-15.3641438,5.3627438,757.1,1,1.112,0.745,0.725,0.667,0.653,0.631,0.616,0.609,0.609,0.599,0.571,0.561,0.545,0.543,0.567,0.514,0.494,0.459,0.455,0.457,0.464,0.466,0.455,0.444,0.459,0.025,0.028,0.021,0.016,0.017,0.015,0.017,0.016,0.017,0.014,0.013,0.014,0.014,0.014,0.012,0.012,0.022,0.013,0.017,0.017,0.018,0.028,0.016,0.032
45725,12:42:05,-15.3654653,5.3640653,751.9,0,1.112,0.459,0.434,0.364,0.347,0.319,0.3,0.292,0.291,0.279,0.241,0.228,0.207,0.201,0.221,0.159,0.131,0.097,0.101,0.097,0.093,0.092,0.067,0.045,0.055,0.022,0.02,0.015,0.011,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.01,0.005,0.009,0.004,0.005,0.014,0.015,0.013,0.012,0.012,0.013,0.008,0.018
45726,12:42:06,-15.3662975,5.3648975,748.8,0,1.112,0.464,0.439,0.368,0.352,0.323,0.304,0.295,0.295,0.283,0.245,0.233,0.212,0.205,0.224,0.164,0.136,0.09,0.094,0.088,0.085,0.085,0.053,0.036,0.031,0.023,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.007,0.008,0.005,0.009,0.004,0.006,0.013,0.013,0.013,0.012,0.012,0.012,0.013,0.025
45727,12:42:07,-15.3670258,5.3655601,746,0,1.112,0.458,0.433,0.361,0.344,0.315,0.297,0.288,0.288,0.274,0.237,0.225,0.204,0.196,0.217,0.155,0.126,0.089,0.092,0.088,0.084,0.082,0.055,0.038,0.044,0.022,0.021,0.016,0.011,0.012,0.012,0.012,0.012,0.01,0.008,0.009,0.01,0.006,0.009,0.004,0.005,0.015,0.013,0.013,0.012,0.012,0.012,0.011,0.017
45728,12:42:08,-15.3677003,5.3662575,743.3,0,1.112,0.451,0.428,0.358,0.342,0.312,0.294,0.285,0.284,0.272,0.235,0.224,0.201,0.194,0.215,0.153,0.123,0.091,0.094,0.092,0.084,0.086,0.06,0.046,0.049,0.024,0.021,0.018,0.013,0.013,0.013,0.012,0.013,0.012,0.011,0.011,0.01,0.01,0.01,0.008,0.007,0.02,0.013,0.013,0.012,0.012,0.016,0.014,0.018
45729,12:42:09,-15.3683834,5.3669834,740.6,0,1.112,0.451,0.428,0.358,0.342,0.312,0.294,0.285,0.284,0.272,0.235,0.224,0.201,0.194,0.215,0.153,0.123,0.091,0.094,0.092,0.084,0.086,0.06,0.046,0.049,0.024,0.021,0.018,0.013,0.013,0.013,0.012,0.013,0.012,0.011,0.011,0.01,0.01,0.01,0.008,0.007,0.02,0.013,0.013,0.012,0.012,0.016,0.014,0.018
45730,12:42:10,-15.3691089,5.3676703,737.8,0,1.112,0.46,0.435,0.364,0.346,0.318,0.299,0.29,0.29,0.278,0.24,0.226,0.205,0.2,0.219,0.157,0.128,0.09,0.091,0.092,0.086,0.084,0.064,0.042,0.048,0.021,0.02,0.014,0.01,0.011,0.011,0.011,0.011,0.009,0.008,0.008,0.009,0.006,0.009,0.004,0.005,0.013,0.014,0.013,0.012,0.012,0.016,0.013,0.014
45731,12:42:11,-15.3698371,5.3683371,735.4,0,1.112,0.459,0.435,0.361,0.345,0.316,0.297,0.288,0.288,0.276,0.238,0.226,0.203,0.197,0.217,0.155,0.126,0.089,0.092,0.089,0.083,0.082,0.058,0.036,0.04,0.024,0.022,0.019,0.014,0.014,0.013,0.014,0.015,0.013,0.01,0.012,0.011,0.009,0.01,0.006,0.007,0.018,0.013,0.013,0.012,0.012,0.016,0.01,0.012
45732,12:42:12,-15.3705601,5.3690601,733.4,0,1.112,0.458,0.435,0.364,0.347,0.317,0.299,0.29,0.289,0.276,0.239,0.227,0.205,0.197,0.218,0.155,0.126,0.091,0.093,0.09,0.084,0.084,0.057,0.036,0.043,0.024,0.022,0.02,0.015,0.015,0.014,0.014,0.015,0.014,0.01,0.012,0.012,0.009,0.011,0.008,0.007,0.019,0.013,0.013,0.012,0.012,0.016,0.008,0.013
45733,12:42:13,-15.3712801,5.3697915,730.7,0,1.112,0.461,0.436,0.363,0.346,0.318,0.299,0.29,0.289,0.277,0.239,0.226,0.205,0.198,0.218,0.155,0.127,0.094,0.093,0.092,0.086,0.084,0.055,0.042,0.044,0.021,0.021,0.015,0.011,0.011,0.012,0.011,0.012,0.01,0.008,0.009,0.01,0.009,0.009,0.006,0.005,0.018,0.014,0.013,0.012,0.012,0.015,0.017,0.014
45734,12:42:14,-15.3719231,5.3705202,727.9,0,1.112,0.462,0.441,0.367,0.349,0.321,0.302,0.293,0.293,0.279,0.242,0.23,0.207,0.201,0.221,0.158,0.129,0.095,0.096,0.095,0.089,0.087,0.063,0.042,0.046,0.022,0.021,0.017,0.012,0.012,0.013,0.013,0.013,0.011,0.008,0.01,0.011,0.007,0.01,0.006,0.005,0.016,0.013,0.013,0.012,0.012,0.011,0.008,0.023
45735,12:42:15,-15.3726438,5.3711508,726.1,0,1.112,0.468,0.442,0.371,0.353,0.325,0.304,0.297,0.296,0.283,0.246,0.233,0.213,0.205,0.225,0.161,0.133,0.095,0.098,0.093,0.09,0.092,0.06,0.04,0.045,0.022,0.02,0.015,0.011,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.01,0.005,0.009,0.004,0.005,0.014,0.015,0.013,0.012,0.012,0.013,0.008,0.017
45736,12:42:16,-15.3739653,5.3725497,720.9,0,1.112,0.456,0.432,0.362,0.345,0.316,0.298,0.288,0.288,0.275,0.239,0.225,0.205,0.199,0.22,0.155,0.127,0.15,0.15,0.149,0.145,0.146,0.122,0.11,0.118,0.022,0.021,0.016,0.011,0.011,0.012,0.012,0.012,0.011,0.009,0.009,0.01,0.007,0.01,0.007,0.007,0.017,0.015,0.014,0.012,0.012,0.012,0.016,0.014
45737,12:42:17,-15.3747975,5.3733228,717.8,1,1.113,0.511,0.487,0.418,0.402,0.375,0.356,0.348,0.348,0.335,0.3,0.289,0.267,0.261,0.283,0.222,0.195,0.291,0.296,0.296,0.293,0.294,0.28,0.252,0.263,0.022,0.021,0.016,0.011,0.012,0.011,0.012,0.012,0.01,0.008,0.009,0.009,0.006,0.009,0.004,0.005,0.015,0.013,0.013,0.013,0.012,0.012,0.02,0.013
45738,12:42:18,-15.3755258,5.3740258,715,1,1.113,0.594,0.569,0.504,0.49,0.463,0.446,0.438,0.438,0.427,0.394,0.383,0.365,0.358,0.38,0.323,0.299,0.406,0.413,0.412,0.42,0.42,0.408,0.394,0.411,0.024,0.021,0.018,0.013,0.013,0.013,0.012,0.013,0.011,0.008,0.01,0.01,0.006,0.01,0.006,0.006,0.017,0.013,0.013,0.012,0.013,0.02,0.01,0.016
45739,12:42:19,-15.3762003,5.3747575,712.3,1,1.113,1.402,1.389,1.36,1.356,1.345,1.339,1.337,1.337,1.335,1.33,1.325,1.329,1.329,1.364,1.343,1.353,0.639,0.645,0.646,0.658,0.658,0.651,0.644,0.649,0.022,0.021,0.016,0.011,0.012,0.012,0.012,0.012,0.01,0.008,0.009,0.01,0.006,0.009,0.004,0.005,0.014,0.014,0.013,0.013,0.012,0.013,0.022,0.015
45740,12:42:20,-15.3768834,5.3754834,709.6,1,1.113,1.402,1.389,1.36,1.356,1.345,1.339,1.337,1.337,1.335,1.33,1.325,1.329,1.329,1.364,1.343,1.353,0.639,0.645,0.646,0.658,0.658,0.651,0.644,0.649,0.022,0.021,0.016,0.011,0.012,0.012,0.012,0.012,0.01,0.008,0.009,0.01,0.006,0.009,0.004,0.005,0.014,0.014,0.013,0.013,0.012,0.013,0.022,0.015
45741,12:42:21,-15.3776089,5.3761703,707.2,1,1.113,0.576,0.557,0.489,0.474,0.446,0.429,0.421,0.42,0.409,0.376,0.364,0.343,0.339,0.361,0.303,0.279,1.005,1.016,1.02,1.053,1.048,1.083,1.078,1.101,0.028,0.026,0.023,0.017,0.018,0.017,0.016,0.017,0.015,0.012,0.013,0.013,0.011,0.013,0.01,0.01,0.017,0.013,0.013,0.014,0.014,0.022,0.015,0.019
45742,12:42:22,-15.3783105,5.3768406,705.1,1,1.113,2.143,2.143,2.138,2.139,2.14,2.139,2.142,2.142,2.148,2.161,2.163,2.179,2.188,2.233,2.239,2.285,1.603,1.612,1.622,1.674,1.671,1.738,1.723,1.618,0.021,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.005,0.009,0.004,0.005,0.017,0.015,0.014,0.013,0.014,0.027,0.028,0.034
45743,12:42:23,-15.3789694,5.3775694,702.4,1,1.113,0.838,0.819,0.767,0.755,0.735,0.72,0.715,0.715,0.708,0.683,0.675,0.661,0.659,0.686,0.639,0.625,0.111,0.113,0.112,0.106,0.105,0.082,0.062,0.071,0.022,0.021,0.015,0.011,0.012,0.012,0.012,0.012,0.01,0.009,0.009,0.01,0.009,0.01,0.007,0.005,0.018,0.013,0.013,0.012,0.012,0.017,0.018,0.015
45744,12:42:24,-15.3796915,5.3782915,699.7,1,1.113,0.501,0.477,0.407,0.391,0.363,0.344,0.336,0.336,0.324,0.288,0.277,0.254,0.247,0.269,0.208,0.178,0.115,0.119,0.118,0.111,0.111,0.088,0.069,0.067,0.023,0.022,0.021,0.015,0.015,0.015,0.015,0.016,0.014,0.01,0.012,0.012,0.009,0.012,0.009,0.008,0.019,0.013,0.013,0.012,0.012,0.017,0.013,0.016
45745,12:42:25,-15.3804202,5.3790202,696.9,1,1.113,0.498,0.476,0.404,0.388,0.36,0.342,0.333,0.333,0.322,0.285,0.273,0.252,0.245,0.267,0.204,0.176,0.341,0.345,0.344,0.345,0.346,0.328,0.314,0.323,0.022,0.022,0.018,0.013,0.013,0.014,0.014,0.014,0.012,0.009,0.01,0.011,0.008,0.01,0.007,0.006,0.015,0.013,0.013,0.012,0.012,0.012,0.008,0.021
45746,12:42:26,-15.3810508,5.3796508,694.2,1,1.113,1.534,1.527,1.515,1.512,1.51,1.506,1.506,1.507,1.508,1.517,1.515,1.523,1.526,1.562,1.552,1.573,3.23,3.406,3.462,3.375,3.54,3.44,2.897,2.85,0.022,0.021,0.016,0.013,0.013,0.012,0.012,0.014,0.012,0.011,0.01,0.011,0.01,0.01,0.007,0.007,0.048,0.038,0.048,0.045,0.05,0.194,0.214,0.392
45747,12:42:27,-15.3824497,5.3810497,689.8,1,1.113,0.713,0.684,0.626,0.613,0.589,0.572,0.567,0.566,0.555,0.527,0.516,0.5,0.496,0.518,0.463,0.442,0.188,0.193,0.19,0.186,0.187,0.175,0.147,0.154,0.025,0.025,0.018,0.014,0.014,0.014,0.012,0.013,0.012,0.01,0.01,0.011,0.011,0.01,0.006,0.012,0.013,0.016,0.015,0.012,0.014,0.023,0.009,0.041
45748,12:42:28,-15.3832304,5.3818304,686.7,1,1.113,3.067,3.073,3.108,3.111,3.125,3.135,3.137,3.138,3.147,3.181,3.189,3.211,3.224,3.274,3.3,3.361,2.639,2.638,2.675,2.774,2.75,2.901,2.59,2.44,0.024,0.023,0.019,0.014,0.015,0.015,0.016,0.015,0.015,0.014,0.012,0.014,0.015,0.013,0.012,0.014,0.034,0.02,0.024,0.024,0.028,0.094,0.093,0.116
45749,12:42:29,-15.3839297,5.3825297,684.7,1,1.113,0.89,0.872,0.817,0.805,0.783,0.768,0.763,0.761,0.752,0.725,0.714,0.701,0.696,0.722,0.666,0.652,1.805,1.809,1.82,1.87,1.877,1.934,1.899,1.757,0.022,0.021,0.018,0.013,0.014,0.013,0.013,0.014,0.013,0.012,0.011,0.01,0.01,0.011,0.008,0.009,0.021,0.014,0.016,0.015,0.015,0.037,0.035,0.049
45750,12:42:30,-15.3846575,5.3832575,682.3,0,1.113,0.479,0.456,0.383,0.364,0.335,0.316,0.308,0.307,0.294,0.257,0.244,0.224,0.215,0.236,0.173,0.144,0.105,0.11,0.106,0.101,0.103,0.071,0.052,0.05,0.024,0.021,0.018,0.013,0.012,0.012,0.012,0.012,0.011,0.008,0.01,0.011,0.006,0.009,0.005,0.005,0.016,0.013,0.013,0.012,0.013,0.014,0.008,0.012
45751,12:42:31,-15.3853355,5.3839834,679.6,0,1.113,0.479,0.456,0.383,0.364,0.335,0.316,0.308,0.307,0.294,0.257,0.244,0.224,0.215,0.236,0.173,0.144,0.105,0.11,0.106,0.101,0.103,0.071,0.052,0.05,0.024,0.021,0.018,0.013,0.012,0.012,0.012,0.012,0.011,0.008,0.01,0.011,0.006,0.009,0.005,0.005,0.016,0.013,0.013,0.012,0.013,0.014,0.008,0.012
45752,12:42:32,-15.3860089,5.3846703,676.5,0,1.113,0.473,0.449,0.377,0.361,0.331,0.313,0.303,0.303,0.29,0.252,0.24,0.218,0.211,0.233,0.169,0.141,0.108,0.108,0.107,0.1,0.1,0.077,0.058,0.068,0.022,0.021,0.015,0.011,0.012,0.012,0.012,0.012,0.011,0.009,0.009,0.01,0.007,0.01,0.007,0.007,0.017,0.015,0.014,0.013,0.012,0.012,0.017,0.015
45753,12:42:33,-15.3867371,5.3853371,673.1,1,1.113,0.512,0.49,0.42,0.403,0.376,0.358,0.348,0.349,0.337,0.301,0.288,0.267,0.262,0.284,0.222,0.194,0.105,0.109,0.106,0.101,0.101,0.077,0.06,0.067,0.022,0.021,0.018,0.013,0.013,0.013,0.013,0.014,0.012,0.009,0.01,0.01,0.007,0.01,0.006,0.006,0.016,0.013,0.013,0.013,0.012,0.015,0.01,0.012
45754,12:42:34,-15.3874401,5.3860601,670.4,0,1.113,0.473,0.451,0.379,0.363,0.335,0.315,0.306,0.306,0.294,0.257,0.244,0.223,0.216,0.237,0.174,0.145,0.114,0.113,0.113,0.105,0.108,0.082,0.061,0.077,0.023,0.022,0.018,0.015,0.015,0.014,0.013,0.015,0.014,0.012,0.011,0.011,0.01,0.012,0.008,0.01,0.021,0.013,0.013,0.013,0.013,0.017,0.012,0.021
45755,12:42:35,-15.3880915,5.3867915,667.7,1,1.113,0.488,0.463,0.393,0.376,0.349,0.329,0.321,0.32,0.308,0.272,0.259,0.237,0.232,0.253,0.191,0.163,0.185,0.191,0.185,0.188,0.187,0.166,0.147,0.15,0.023,0.021,0.015,0.011,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.01,0.007,0.009,0.004,0.005,0.014,0.014,0.014,0.012,0.012,0.023,0.009,0.014
45756,12:42:36,-15.3888231,5.3875202,664.9,1,1.113,0.658,0.637,0.572,0.557,0.532,0.515,0.507,0.507,0.497,0.466,0.455,0.439,0.434,0.458,0.402,0.385,0.981,0.992,0.99,1.018,1.018,1.037,1.027,1.047,0.022,0.021,0.015,0.011,0.012,0.011,0.012,0.011,0.01,0.007,0.009,0.009,0.005,0.009,0.004,0.005,0.015,0.014,0.013,0.012,0.012,0.016,0.021,0.019
45757,12:42:37,-15.3895438,5.3881508,662.2,1,1.113,1.37,1.364,1.347,1.343,1.338,1.331,1.332,1.333,1.333,1.333,1.328,1.332,1.335,1.37,1.348,1.352,0.803,0.804,0.808,0.821,0.82,0.805,0.794,0.806,0.026,0.025,0.019,0.014,0.015,0.016,0.015,0.015,0.013,0.01,0.011,0.012,0.01,0.011,0.008,0.007,0.014,0.015,0.013,0.014,0.012,0.015,0.014,0.017
