Start_UTC,, Latitude, Longitude, GPS_Alt, qual_flag, amass_aer, AOD0355, AOD0380, AOD0452, AOD0470, AOD0501, AOD0520, AOD0530, AOD0532, AOD0550, AOD0606, AOD0620, AOD0660, AOD0675, AOD0700, AOD0781, AOD0865, AOD1020, AOD1040, AOD1064, AOD1236, AOD1250, AOD1559, AOD1627, AOD1650, UNCAOD0355, UNCAOD0380, UNCAOD0452, UNCAOD0470, UNCAOD0501, UNCAOD0520, UNCAOD0530, UNCAOD0532, UNCAOD0550, UNCAOD0606, UNCAOD0620, UNCAOD0660, UNCAOD0675, UNCAOD0700, UNCAOD0781, UNCAOD0865, UNCAOD1020, UNCAOD1040, UNCAOD1064, UNCAOD1236, UNCAOD1250, UNCAOD1559, UNCAOD1627, UNCAOD1650
39441,10:57:21,-14.3354562,4.4606728,1315,0,1.076,0.481,0.455,0.375,0.36,0.329,0.309,0.299,0.298,0.285,0.245,0.231,0.208,0.201,0.214,0.152,0.12,0.084,0.086,0.08,0.076,0.073,0.041,0.02,0.032,0.023,0.021,0.015,0.011,0.011,0.012,0.012,0.011,0.01,0.007,0.008,0.01,0.008,0.009,0.004,0.005,0.015,0.015,0.015,0.012,0.013,0.028,0.009,0.014
39442,10:57:22,-14.3351842,4.4597139,1315,0,1.076,0.478,0.449,0.371,0.355,0.326,0.305,0.296,0.295,0.281,0.242,0.228,0.203,0.197,0.21,0.15,0.117,0.082,0.088,0.082,0.075,0.079,0.049,0.018,0.034,0.023,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.005,0.009,0.005,0.005,0.014,0.013,0.014,0.013,0.013,0.012,0.008,0.016
39443,10:57:23,-14.3349407,4.458774,1315,0,1.076,0.488,0.46,0.381,0.363,0.332,0.313,0.302,0.302,0.287,0.247,0.233,0.209,0.201,0.214,0.152,0.12,0.083,0.087,0.081,0.076,0.076,0.047,0.014,0.03,0.024,0.022,0.016,0.012,0.012,0.012,0.012,0.012,0.01,0.008,0.009,0.011,0.007,0.009,0.005,0.005,0.014,0.014,0.014,0.012,0.013,0.014,0.008,0.013
39444,10:57:24,-14.33476,4.4577798,1315.2,0,1.076,0.492,0.462,0.383,0.366,0.334,0.314,0.305,0.305,0.29,0.249,0.235,0.21,0.202,0.215,0.153,0.12,0.084,0.087,0.08,0.076,0.072,0.045,0.019,0.03,0.025,0.022,0.016,0.012,0.012,0.012,0.013,0.013,0.011,0.008,0.009,0.011,0.01,0.01,0.005,0.005,0.014,0.014,0.018,0.012,0.015,0.018,0.008,0.016
39445,10:57:25,-14.3345771,4.4567742,1316,0,1.076,0.5,0.471,0.39,0.374,0.342,0.322,0.311,0.311,0.297,0.254,0.24,0.214,0.207,0.221,0.157,0.121,0.084,0.089,0.083,0.076,0.072,0.042,0.017,0.026,0.023,0.021,0.016,0.011,0.011,0.012,0.012,0.011,0.01,0.007,0.008,0.011,0.006,0.009,0.004,0.005,0.014,0.015,0.014,0.012,0.013,0.013,0.008,0.015
39446,10:57:26,-14.3343942,4.4557395,1316,0,1.076,0.499,0.47,0.387,0.371,0.34,0.319,0.309,0.308,0.294,0.252,0.238,0.213,0.206,0.219,0.157,0.123,0.085,0.09,0.083,0.076,0.073,0.046,0.02,0.026,0.023,0.021,0.015,0.011,0.011,0.012,0.012,0.011,0.01,0.007,0.008,0.01,0.008,0.009,0.004,0.005,0.015,0.015,0.015,0.012,0.013,0.024,0.009,0.014
42593,11:49:53,-14.1459278,4.1258278,1191.3,0,1.057,0.505,0.475,0.391,0.371,0.34,0.318,0.308,0.308,0.293,0.25,0.236,0.208,0.202,0.216,0.152,0.118,0.082,0.086,0.081,0.073,0.073,0.045,0.023,0.03,0.022,0.021,0.015,0.011,0.011,0.011,0.012,0.011,0.01,0.008,0.008,0.009,0.005,0.009,0.004,0.005,0.016,0.014,0.014,0.012,0.015,0.012,0.009,0.019
42594,11:49:54,-14.1451085,4.1250085,1186.1,0,1.057,0.5,0.471,0.388,0.37,0.339,0.316,0.307,0.306,0.292,0.249,0.234,0.208,0.201,0.214,0.151,0.118,0.083,0.085,0.082,0.074,0.074,0.046,0.024,0.026,0.023,0.021,0.016,0.011,0.011,0.012,0.012,0.012,0.01,0.008,0.008,0.009,0.006,0.009,0.005,0.005,0.016,0.016,0.014,0.012,0.013,0.016,0.022,0.014
42595,11:49:55,-14.1442854,4.1241854,1180.6,0,1.057,0.522,0.486,0.406,0.387,0.355,0.334,0.324,0.322,0.308,0.266,0.252,0.225,0.218,0.232,0.168,0.134,0.298,0.303,0.301,0.303,0.304,0.285,0.269,0.276,0.022,0.021,0.015,0.011,0.011,0.012,0.012,0.011,0.01,0.008,0.009,0.009,0.006,0.009,0.004,0.005,0.017,0.016,0.014,0.013,0.013,0.015,0.017,0.015
42596,11:49:56,-14.1434686,4.1233207,1175.6,0,1.057,0.522,0.486,0.406,0.387,0.355,0.334,0.324,0.322,0.308,0.266,0.252,0.225,0.218,0.232,0.168,0.134,0.298,0.303,0.301,0.303,0.304,0.285,0.269,0.276,0.022,0.021,0.015,0.011,0.011,0.012,0.012,0.011,0.01,0.008,0.009,0.009,0.006,0.009,0.004,0.005,0.017,0.016,0.014,0.013,0.013,0.015,0.017,0.015
42597,11:49:57,-14.1426525,4.1224525,1170.7,1,1.057,0.52,0.49,0.405,0.385,0.354,0.332,0.321,0.321,0.307,0.263,0.249,0.222,0.216,0.229,0.165,0.132,0.125,0.127,0.122,0.116,0.116,0.091,0.071,0.075,0.022,0.021,0.016,0.011,0.012,0.012,0.011,0.011,0.01,0.008,0.009,0.009,0.007,0.009,0.005,0.006,0.019,0.014,0.014,0.012,0.013,0.015,0.012,0.013
42598,11:49:58,-14.1418332,4.1216332,1165.2,1,1.057,0.781,0.749,0.672,0.656,0.627,0.608,0.598,0.597,0.585,0.547,0.536,0.516,0.509,0.53,0.474,0.452,0.311,0.313,0.312,0.315,0.315,0.301,0.282,0.291,0.022,0.021,0.015,0.011,0.011,0.012,0.011,0.011,0.01,0.007,0.008,0.009,0.006,0.009,0.004,0.005,0.017,0.015,0.014,0.012,0.014,0.014,0.01,0.016
42599,11:49:59,-14.1410198,4.1208198,1160,1,1.057,0.593,0.561,0.478,0.459,0.427,0.406,0.396,0.395,0.38,0.338,0.325,0.299,0.292,0.308,0.244,0.214,0.088,0.089,0.085,0.077,0.076,0.048,0.024,0.028,0.026,0.024,0.019,0.015,0.015,0.016,0.015,0.015,0.013,0.01,0.01,0.011,0.009,0.011,0.008,0.01,0.014,0.015,0.014,0.017,0.016,0.017,0.013,0.013
42600,11:50:00,-14.1401971,4.1199856,1155.3,1,1.057,0.575,0.541,0.457,0.438,0.405,0.384,0.374,0.373,0.359,0.316,0.302,0.277,0.269,0.284,0.222,0.19,0.908,0.92,0.917,0.947,0.949,0.981,0.954,0.973,0.023,0.022,0.016,0.011,0.012,0.012,0.013,0.013,0.011,0.008,0.009,0.01,0.007,0.009,0.004,0.005,0.016,0.014,0.014,0.013,0.013,0.014,0.018,0.023
42601,11:50:01,-14.1393741,4.1190741,1149.8,1,1.057,1.613,1.599,1.546,1.538,1.52,1.509,1.504,1.504,1.5,1.486,1.481,1.48,1.479,1.508,1.488,1.503,1.571,1.578,1.584,1.66,1.664,1.741,1.733,1.665,0.023,0.021,0.016,0.012,0.011,0.012,0.012,0.012,0.01,0.008,0.008,0.011,0.006,0.009,0.004,0.006,0.015,0.016,0.015,0.014,0.014,0.022,0.017,0.047
42602,11:50:02,-14.1385632,4.1182632,1144.4,1,1.057,1.011,0.987,0.918,0.903,0.878,0.859,0.853,0.853,0.842,0.812,0.804,0.789,0.784,0.806,0.764,0.756,1.094,1.102,1.106,1.151,1.149,1.183,1.176,1.181,0.025,0.024,0.02,0.015,0.015,0.015,0.014,0.016,0.015,0.012,0.012,0.012,0.011,0.013,0.011,0.01,0.022,0.014,0.015,0.014,0.014,0.023,0.015,0.031
42603,11:50:03,-14.1369816,4.1166816,1135.6,1,1.057,0.794,0.766,0.69,0.674,0.646,0.626,0.618,0.618,0.605,0.57,0.559,0.539,0.533,0.553,0.498,0.476,0.369,0.376,0.372,0.378,0.381,0.366,0.357,0.355,0.022,0.022,0.017,0.012,0.013,0.013,0.013,0.014,0.012,0.008,0.01,0.011,0.007,0.01,0.006,0.005,0.016,0.014,0.014,0.013,0.013,0.012,0.007,0.023
42604,11:50:04,-14.1360278,4.1156532,1129.5,1,1.057,0.628,0.597,0.517,0.499,0.47,0.449,0.44,0.44,0.427,0.388,0.375,0.351,0.346,0.363,0.303,0.275,0.903,0.908,0.91,0.949,0.947,0.991,0.964,0.979,0.022,0.022,0.016,0.011,0.012,0.013,0.012,0.012,0.01,0.009,0.01,0.01,0.009,0.01,0.006,0.005,0.018,0.015,0.014,0.013,0.013,0.015,0.02,0.023
42605,11:50:05,-14.1352085,4.1148085,1124.7,1,1.057,1.941,1.925,1.889,1.882,1.872,1.864,1.862,1.863,1.86,1.859,1.856,1.859,1.863,1.897,1.891,1.921,2.395,2.425,2.438,2.529,2.554,2.706,2.418,2.33,0.023,0.022,0.016,0.012,0.013,0.013,0.012,0.014,0.011,0.01,0.01,0.011,0.011,0.011,0.008,0.005,0.022,0.018,0.021,0.018,0.02,0.053,0.048,0.122
42606,11:50:06,-14.1343854,4.1139854,1119.6,1,1.057,2.953,2.956,2.951,2.95,2.955,2.956,2.956,2.961,2.965,2.987,2.99,3.014,3.017,3.066,3.082,3.137,3.701,4.016,3.852,3.825,4.051,3.878,3.761,3.096,0.023,0.022,0.018,0.013,0.013,0.014,0.013,0.013,0.012,0.011,0.01,0.011,0.009,0.011,0.011,0.008,0.068,0.059,0.079,0.075,0.08,0.255,0.591,0.78
42607,11:50:07,-14.1335686,4.1131686,1114.6,1,1.057,2.953,2.956,2.951,2.95,2.955,2.956,2.956,2.961,2.965,2.987,2.99,3.014,3.017,3.066,3.082,3.137,3.701,4.016,3.852,3.825,4.051,3.878,3.761,3.096,0.023,0.022,0.018,0.013,0.013,0.014,0.013,0.013,0.012,0.011,0.01,0.011,0.009,0.011,0.011,0.008,0.068,0.059,0.079,0.075,0.08,0.255,0.591,0.78
42608,11:50:08,-14.1327525,4.1123139,1110.1,1,1.057,3.147,3.141,3.148,3.157,3.158,3.161,3.17,3.168,3.174,3.199,3.206,3.227,3.237,3.28,3.305,3.37,3.245,3.335,3.348,3.364,3.426,3.449,3.15,2.864,0.026,0.025,0.018,0.014,0.013,0.015,0.014,0.016,0.015,0.012,0.011,0.013,0.01,0.013,0.011,0.01,0.037,0.031,0.041,0.038,0.044,0.119,0.141,0.348
42609,11:50:09,-14.1319293,4.1114293,1105.5,1,1.057,3.574,3.573,3.604,3.617,3.625,3.631,3.633,3.636,3.648,3.683,3.693,3.718,3.73,3.777,3.824,3.895,3.452,3.817,3.755,3.694,3.776,3.841,3.601,2.914,0.026,0.022,0.018,0.013,0.013,0.014,0.013,0.013,0.012,0.011,0.009,0.011,0.009,0.011,0.01,0.011,0.048,0.048,0.062,0.061,0.063,0.226,0.338,0.414
42610,11:50:10,-14.1310817,4.1105778,1100.9,1,1.057,4.4,4.455,4.474,4.491,4.517,4.515,4.536,4.532,4.549,4.596,4.6,4.637,4.652,4.71,4.745,4.861,4.146,5.37,4.267,4.214,4.843,4.195,3.766,3.381,0.037,0.025,0.017,0.013,0.014,0.014,0.014,0.014,0.012,0.011,0.011,0.012,0.01,0.012,0.011,0.021,0.495,0.187,0.305,0.256,0.344,0.722,0.473,1.282
42611,11:50:11,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42612,11:50:12,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42613,11:50:13,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42614,11:50:14,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42615,11:50:15,-14.126438,4.1058496,1077.2,1,1.057,8.124,6.984,6.975,7.025,6.976,6.969,6.99,7.001,7.018,7.02,7.041,6.989,7.028,7.104,7.059,7.048,4.279,6.878,4.518,4.214,5.01,4.195,3.735,3.051,0.264,0.168,0.045,0.059,0.048,0.047,0.042,0.044,0.033,0.048,0.067,0.057,0.051,0.064,0.089,0.166,0.495,1.075,2.528,0.943,0.505,0.722,0.591,0.664
42616,11:50:16,-14.1255289,4.1049138,1072.6,1,1.057,8.124,6.984,6.975,7.025,6.976,6.969,6.99,7.001,7.018,7.02,7.041,6.989,7.028,7.104,7.059,7.048,4.279,6.878,4.518,4.214,5.01,4.195,3.735,3.051,0.264,0.168,0.045,0.059,0.048,0.047,0.042,0.044,0.033,0.048,0.067,0.057,0.051,0.064,0.089,0.166,0.495,1.075,2.528,0.943,0.505,0.722,0.591,0.664
42617,11:50:17,-14.1246627,4.1039995,1068.3,1,1.057,7.271,7.036,7.004,6.929,6.98,6.948,7.02,6.977,6.994,7.033,7.041,7.074,6.998,7.067,7.02,7.152,4.769,5.91,5.576,4.214,5.585,4.102,3.847,3.051,0.233,0.129,0.054,0.058,0.058,0.053,0.054,0.055,0.043,0.055,0.076,0.072,0.058,0.072,0.095,0.163,2.96,0.49,7.582,15.089,2.015,0.527,0.591,0.662
42618,11:50:18,-14.1237995,4.1030995,1063.9,1,1.057,7.271,7.036,7.004,6.929,6.98,6.948,7.02,6.977,6.994,7.033,7.041,7.074,6.998,7.067,7.02,7.152,4.769,5.91,5.576,4.214,5.585,4.102,3.847,3.051,0.233,0.129,0.054,0.058,0.058,0.053,0.054,0.055,0.043,0.055,0.076,0.072,0.058,0.072,0.095,0.163,2.96,0.49,7.582,15.089,2.015,0.527,0.591,0.662
42619,11:50:19,-14.1229464,4.1022464,1059.1,1,1.057,6.54,6.7,6.677,6.695,6.666,6.655,6.686,6.66,6.7,6.635,6.635,6.707,6.68,6.692,6.619,6.684,4.535,5.886,5.576,4.214,4.983,4.195,4.103,3.406,0.344,0.094,0.043,0.05,0.045,0.043,0.043,0.044,0.036,0.041,0.052,0.051,0.046,0.052,0.065,0.123,0.988,0.769,0.844,1.677,0.734,0.722,2.361,2.722
42620,11:50:20,-14.122053,4.1013476,1054.2,1,1.057,6.54,6.7,6.677,6.695,6.666,6.655,6.686,6.66,6.7,6.635,6.635,6.707,6.68,6.692,6.619,6.684,4.535,5.886,5.576,4.214,4.983,4.195,4.103,3.406,0.344,0.094,0.043,0.05,0.045,0.043,0.043,0.044,0.036,0.041,0.052,0.051,0.046,0.052,0.065,0.123,0.988,0.769,0.844,1.677,0.734,0.722,2.361,2.722
42621,11:50:21,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42622,11:50:22,-14.1197011,4.0989085,1041.1,1,1.057,6.538,6.944,7.066,7.049,6.978,6.998,7.034,7.031,7.083,7.026,7.003,7.099,7.088,7.068,7.027,7.09,4.074,5.929,4.518,4.214,4.843,4.03,4.481,3.382,0.307,0.17,0.056,0.067,0.058,0.061,0.057,0.058,0.048,0.055,0.074,0.07,0.062,0.07,0.094,0.18,0.743,0.286,0.449,2.515,0.598,0.417,2.361,1.283
42623,11:50:23,-14.1187478,4.0979478,1036.4,1,1.057,6.538,6.944,7.066,7.049,6.978,6.998,7.034,7.031,7.083,7.026,7.003,7.099,7.088,7.068,7.027,7.09,4.074,5.929,4.518,4.214,4.843,4.03,4.481,3.382,0.307,0.17,0.056,0.067,0.058,0.061,0.057,0.058,0.048,0.055,0.074,0.07,0.062,0.07,0.094,0.18,0.743,0.286,0.449,2.515,0.598,0.417,2.361,1.283
42624,11:50:24,-14.1178404,4.0970404,1032.1,1,1.057,7.094,6.864,6.923,6.937,6.87,6.836,6.829,6.861,6.903,6.902,6.876,6.941,6.853,6.961,6.896,6.915,4.24,5.91,4.268,4.214,4.89,4.255,4.103,3.279,0.415,0.17,0.161,0.164,0.164,0.163,0.165,0.165,0.162,0.168,0.172,0.175,0.17,0.175,0.185,0.25,0.526,0.517,1.528,1.091,0.468,0.906,2.368,1.012
42625,11:50:25,-14.1175925,4.0967924,1031.1,1,1.057,7.094,6.864,6.923,6.937,6.87,6.836,6.829,6.861,6.903,6.902,6.876,6.941,6.853,6.961,6.896,6.915,4.24,5.91,4.268,4.214,4.89,4.255,4.103,3.279,0.415,0.17,0.161,0.164,0.164,0.163,0.165,0.165,0.162,0.168,0.172,0.175,0.17,0.175,0.185,0.25,0.526,0.517,1.528,1.091,0.468,0.906,2.368,1.012
44183,12:16:23,-14.1016058,4.0806058,1190.9,1,1.069,6.067,6.335,6.665,6.704,6.766,6.712,6.78,6.824,6.829,6.923,6.921,6.959,7.026,6.99,6.994,6.864,5.003,6.178,4.681,4.154,5.767,4.434,3.791,3.331,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
44184,12:16:24,-14.1020577,4.0810577,1193.9,1,1.069,6.067,6.335,6.665,6.704,6.766,6.712,6.78,6.824,6.829,6.923,6.921,6.959,7.026,6.99,6.994,6.864,5.003,6.178,4.681,4.154,5.767,4.434,3.791,3.331,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
44185,12:16:25,-14.1031028,4.0821028,1200.4,1,1.069,0.987,0.955,0.873,0.856,0.824,0.799,0.791,0.791,0.776,0.733,0.718,0.692,0.685,0.699,0.633,0.599,0.089,0.089,0.086,0.077,0.078,0.058,0.028,0.054,0.023,0.021,0.016,0.011,0.011,0.012,0.012,0.011,0.01,0.007,0.008,0.01,0.005,0.009,0.004,0.005,0.014,0.015,0.013,0.012,0.013,0.012,0.007,0.017
44186,12:16:26,-14.103789,4.0828731,1205.2,0,1.069,0.522,0.491,0.408,0.387,0.355,0.333,0.322,0.322,0.306,0.261,0.246,0.22,0.212,0.226,0.159,0.125,0.081,0.081,0.078,0.067,0.066,0.042,0.021,0.03,0.022,0.021,0.015,0.011,0.011,0.011,0.011,0.012,0.01,0.008,0.008,0.009,0.007,0.009,0.004,0.005,0.015,0.014,0.015,0.012,0.012,0.012,0.009,0.014
44187,12:16:27,-14.1045062,4.0836062,1209.8,0,1.069,0.519,0.49,0.406,0.386,0.353,0.331,0.321,0.322,0.305,0.259,0.246,0.218,0.212,0.226,0.16,0.125,0.085,0.082,0.082,0.069,0.069,0.041,0.027,0.033,0.022,0.021,0.016,0.011,0.012,0.013,0.012,0.012,0.01,0.008,0.01,0.011,0.009,0.01,0.006,0.005,0.019,0.014,0.013,0.012,0.012,0.017,0.018,0.016
44188,12:16:28,-14.1051635,4.0843297,1213.6,0,1.069,0.525,0.492,0.407,0.389,0.356,0.334,0.323,0.322,0.307,0.261,0.248,0.22,0.213,0.227,0.16,0.125,0.085,0.082,0.082,0.069,0.068,0.043,0.028,0.037,0.022,0.022,0.015,0.011,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.009,0.005,0.009,0.004,0.005,0.014,0.014,0.014,0.012,0.013,0.013,0.014,0.021
44189,12:16:29,-14.1058575,4.0850575,1217.3,0,1.069,0.521,0.494,0.41,0.391,0.358,0.336,0.325,0.325,0.308,0.264,0.249,0.223,0.216,0.23,0.163,0.128,0.088,0.085,0.083,0.072,0.07,0.044,0.024,0.038,0.022,0.021,0.015,0.011,0.012,0.012,0.012,0.012,0.01,0.008,0.009,0.01,0.008,0.009,0.005,0.005,0.018,0.015,0.013,0.012,0.013,0.011,0.018,0.013
44190,12:16:30,-14.1065355,4.0857834,1220.9,0,1.07,0.521,0.494,0.41,0.391,0.358,0.336,0.325,0.325,0.308,0.264,0.249,0.223,0.216,0.23,0.163,0.128,0.088,0.085,0.083,0.072,0.07,0.044,0.024,0.038,0.022,0.021,0.015,0.011,0.012,0.012,0.012,0.012,0.01,0.008,0.009,0.01,0.008,0.009,0.005,0.005,0.018,0.015,0.013,0.012,0.013,0.011,0.018,0.013
44191,12:16:31,-14.1072089,4.0865089,1224.5,0,1.07,0.529,0.497,0.411,0.392,0.359,0.337,0.326,0.326,0.31,0.264,0.251,0.223,0.216,0.23,0.163,0.129,0.084,0.085,0.083,0.07,0.068,0.044,0.021,0.037,0.022,0.021,0.016,0.011,0.012,0.012,0.012,0.012,0.01,0.007,0.009,0.009,0.005,0.009,0.004,0.005,0.015,0.015,0.013,0.013,0.013,0.012,0.017,0.013
44192,12:16:32,-14.1079371,4.0872371,1228.5,0,1.07,0.521,0.493,0.406,0.388,0.355,0.333,0.322,0.321,0.307,0.262,0.247,0.22,0.213,0.228,0.16,0.126,0.085,0.085,0.082,0.071,0.068,0.042,0.027,0.038,0.022,0.021,0.015,0.011,0.011,0.012,0.011,0.011,0.01,0.009,0.008,0.009,0.006,0.009,0.005,0.005,0.015,0.014,0.014,0.012,0.012,0.012,0.016,0.013
44193,12:16:33,-14.1086401,4.0879601,1232.8,0,1.07,0.532,0.504,0.417,0.398,0.364,0.341,0.331,0.331,0.314,0.268,0.254,0.227,0.22,0.234,0.165,0.131,0.09,0.086,0.085,0.074,0.075,0.05,0.03,0.037,0.022,0.021,0.016,0.011,0.012,0.012,0.012,0.012,0.011,0.009,0.009,0.01,0.008,0.01,0.005,0.006,0.018,0.015,0.014,0.014,0.012,0.013,0.018,0.019
44194,12:16:34,-14.1092915,4.0886915,1236.5,0,1.07,0.523,0.493,0.409,0.389,0.357,0.334,0.323,0.323,0.309,0.262,0.249,0.221,0.215,0.229,0.162,0.129,0.084,0.085,0.082,0.07,0.068,0.045,0.026,0.031,0.025,0.023,0.02,0.014,0.015,0.014,0.014,0.015,0.014,0.011,0.012,0.011,0.009,0.011,0.007,0.007,0.019,0.014,0.013,0.013,0.013,0.016,0.009,0.013
44195,12:16:35,-14.1100231,4.0894231,1240.1,0,1.07,0.518,0.49,0.405,0.386,0.354,0.332,0.322,0.321,0.305,0.26,0.246,0.219,0.211,0.226,0.16,0.126,0.083,0.082,0.079,0.069,0.068,0.038,0.021,0.028,0.025,0.022,0.019,0.014,0.013,0.013,0.013,0.013,0.012,0.009,0.011,0.011,0.007,0.01,0.006,0.006,0.017,0.014,0.014,0.012,0.013,0.018,0.007,0.014
44196,12:16:36,-14.1107438,4.0901438,1244.6,0,1.07,0.517,0.488,0.403,0.385,0.351,0.331,0.321,0.32,0.304,0.258,0.244,0.218,0.211,0.224,0.158,0.124,0.08,0.081,0.078,0.066,0.064,0.037,0.022,0.031,0.022,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.01,0.007,0.008,0.009,0.005,0.009,0.004,0.005,0.014,0.014,0.014,0.012,0.012,0.013,0.008,0.014
44197,12:16:37,-14.1120653,4.091634,1251.7,0,1.07,0.514,0.483,0.397,0.379,0.347,0.325,0.315,0.314,0.3,0.254,0.24,0.215,0.208,0.221,0.156,0.122,0.081,0.078,0.078,0.066,0.066,0.04,0.025,0.029,0.022,0.021,0.015,0.011,0.011,0.012,0.011,0.011,0.01,0.009,0.008,0.009,0.006,0.009,0.005,0.005,0.014,0.014,0.014,0.012,0.012,0.012,0.014,0.013
44198,12:16:38,-14.1128975,4.0924975,1256.7,0,1.07,0.509,0.482,0.397,0.378,0.346,0.324,0.315,0.314,0.299,0.254,0.24,0.214,0.208,0.221,0.155,0.122,0.082,0.08,0.077,0.067,0.065,0.041,0.027,0.035,0.022,0.021,0.015,0.011,0.011,0.012,0.012,0.011,0.01,0.008,0.009,0.009,0.007,0.009,0.005,0.005,0.018,0.015,0.014,0.012,0.013,0.012,0.017,0.013
44199,12:16:39,-14.1136258,4.0932258,1260.6,0,1.07,0.509,0.479,0.395,0.376,0.344,0.322,0.313,0.312,0.297,0.253,0.239,0.212,0.206,0.22,0.154,0.122,0.082,0.081,0.079,0.065,0.065,0.041,0.025,0.034,0.022,0.021,0.015,0.011,0.011,0.011,0.011,0.011,0.01,0.007,0.008,0.009,0.006,0.009,0.004,0.005,0.018,0.014,0.014,0.012,0.013,0.016,0.017,0.014
44200,12:16:40,-14.1143575,4.0939575,1264.9,0,1.07,0.511,0.48,0.396,0.378,0.345,0.324,0.314,0.314,0.298,0.254,0.24,0.213,0.207,0.221,0.155,0.122,0.081,0.079,0.077,0.065,0.064,0.038,0.021,0.026,0.022,0.022,0.016,0.012,0.012,0.012,0.012,0.012,0.011,0.008,0.008,0.01,0.006,0.009,0.006,0.006,0.014,0.014,0.013,0.012,0.012,0.013,0.008,0.026
44201,12:16:41,-14.1150834,4.0946834,1268.9,0,1.07,0.511,0.48,0.396,0.378,0.345,0.324,0.314,0.314,0.298,0.254,0.24,0.213,0.207,0.221,0.155,0.122,0.081,0.079,0.077,0.065,0.064,0.038,0.021,0.026,0.022,0.022,0.016,0.012,0.012,0.012,0.012,0.012,0.011,0.008,0.008,0.01,0.006,0.009,0.006,0.006,0.014,0.014,0.013,0.012,0.012,0.013,0.008,0.026
44202,12:16:42,-14.1158089,4.0954089,1272.5,0,1.07,0.513,0.483,0.399,0.383,0.348,0.328,0.317,0.316,0.301,0.256,0.242,0.215,0.209,0.224,0.156,0.123,0.084,0.082,0.08,0.067,0.066,0.041,0.028,0.037,0.025,0.022,0.018,0.013,0.013,0.014,0.013,0.013,0.012,0.011,0.011,0.01,0.009,0.01,0.007,0.007,0.02,0.014,0.013,0.013,0.012,0.012,0.014,0.016
44203,12:16:43,-14.1165371,4.0961371,1276.2,0,1.07,0.517,0.491,0.404,0.386,0.354,0.331,0.32,0.32,0.305,0.26,0.245,0.219,0.212,0.224,0.159,0.124,0.088,0.083,0.082,0.069,0.068,0.042,0.027,0.037,0.024,0.022,0.018,0.014,0.014,0.014,0.013,0.015,0.013,0.011,0.012,0.012,0.012,0.012,0.009,0.007,0.022,0.014,0.013,0.013,0.013,0.026,0.014,0.023
