Start_UTC,time_UTC, Latitude, Longitude, GPS_Alt, qual_flag, amass_aer, AOD0355, AOD0380, AOD0452, AOD0470, AOD0501, AOD0520, AOD0530, AOD0532, AOD0550, AOD0606, AOD0620, AOD0660, AOD0675, AOD0700, AOD0781, AOD0865, AOD1020, AOD1040, AOD1064, AOD1236, AOD1250, AOD1559, AOD1627, AOD1650, UNCAOD0355, UNCAOD0380, UNCAOD0452, UNCAOD0470, UNCAOD0501, UNCAOD0520, UNCAOD0530, UNCAOD0532, UNCAOD0550, UNCAOD0606, UNCAOD0620, UNCAOD0660, UNCAOD0675, UNCAOD0700, UNCAOD0781, UNCAOD0865, UNCAOD1020, UNCAOD1040, UNCAOD1064, UNCAOD1236, UNCAOD1250, UNCAOD1559, UNCAOD1627, UNCAOD1650
40598,11:16:38,-9.7146925,-0.2799075,1157.3,0,1.045,0.51,0.486,0.407,0.388,0.356,0.335,0.326,0.325,0.309,0.265,0.252,0.227,0.215,0.235,0.162,0.131,0.097,0.092,0.09,0.075,0.074,0.051,0.038,0.046,0.012,0.012,0.012,0.009,0.009,0.009,0.009,0.009,0.008,0.008,0.008,0.008,0.006,0.007,0.006,0.004,0.01,0.008,0.008,0.007,0.007,0.006,0.01,0.02
40599,11:16:39,-9.7132567,-0.2813433,1149.1,0,1.045,0.509,0.485,0.408,0.389,0.358,0.338,0.329,0.328,0.312,0.269,0.256,0.23,0.219,0.238,0.166,0.135,0.526,0.524,0.526,0.533,0.535,0.545,0.549,0.566,0.011,0.012,0.008,0.005,0.006,0.006,0.006,0.005,0.004,0.006,0.005,0.003,0.004,0.004,0.003,0.004,0.007,0.008,0.008,0.008,0.007,0.006,0.011,0.016
40600,11:16:40,-9.7121595,-0.2823804,1143,1,1.045,0.793,0.769,0.698,0.681,0.654,0.635,0.627,0.627,0.612,0.576,0.564,0.545,0.535,0.558,0.495,0.476,0.594,0.591,0.594,0.604,0.602,0.623,0.622,0.636,0.011,0.01,0.008,0.006,0.006,0.005,0.006,0.004,0.004,0.007,0.004,0.004,0.003,0.004,0.003,0.004,0.009,0.008,0.008,0.007,0.01,0.007,0.015,0.02
40601,11:16:41,-9.7113431,-0.2831569,1138.5,1,1.045,2.343,2.332,2.313,2.308,2.303,2.299,2.296,2.299,2.297,2.3,2.298,2.306,2.304,2.346,2.338,2.375,2.713,2.69,2.719,2.836,2.825,2.956,2.677,2.484,0.011,0.009,0.007,0.005,0.005,0.005,0.005,0.004,0.003,0.006,0.004,0.003,0.003,0.004,0.003,0.004,0.02,0.018,0.024,0.027,0.027,0.06,0.082,0.133
40602,11:16:42,-9.710568,-0.2839735,1133.9,1,1.045,2.343,2.332,2.313,2.308,2.303,2.299,2.296,2.299,2.297,2.3,2.298,2.306,2.304,2.346,2.338,2.375,2.713,2.69,2.719,2.836,2.825,2.956,2.677,2.484,0.011,0.009,0.007,0.005,0.005,0.005,0.005,0.004,0.003,0.006,0.004,0.003,0.003,0.004,0.003,0.004,0.02,0.018,0.024,0.027,0.027,0.06,0.082,0.133
40603,11:16:43,-9.7098038,-0.2847633,1129.7,1,1.045,2.35,2.336,2.313,2.311,2.302,2.296,2.296,2.296,2.293,2.293,2.29,2.293,2.297,2.336,2.324,2.363,1.809,1.801,1.812,1.891,1.892,1.978,1.992,1.815,0.022,0.019,0.019,0.014,0.015,0.014,0.013,0.014,0.012,0.012,0.011,0.01,0.01,0.01,0.009,0.01,0.014,0.01,0.011,0.014,0.014,0.027,0.03,0.046
40604,11:16:44,-9.7089841,-0.2855159,1125.8,1,1.045,1.131,1.113,1.051,1.036,1.011,0.995,0.988,0.989,0.976,0.946,0.936,0.923,0.914,0.94,0.89,0.884,0.74,0.737,0.741,0.762,0.762,0.795,0.779,0.802,0.01,0.009,0.007,0.005,0.005,0.005,0.005,0.004,0.003,0.006,0.004,0.003,0.003,0.004,0.003,0.004,0.01,0.009,0.008,0.007,0.01,0.008,0.012,0.018
40605,11:16:45,-9.7081708,-0.2863292,1121.3,1,1.045,2.173,2.167,2.136,2.127,2.116,2.107,2.108,2.108,2.104,2.096,2.091,2.095,2.089,2.13,2.113,2.136,3.18,3.209,3.268,3.315,3.429,3.423,3.001,2.808,0.014,0.014,0.01,0.01,0.009,0.009,0.009,0.011,0.01,0.011,0.007,0.009,0.009,0.008,0.006,0.006,0.031,0.028,0.042,0.048,0.045,0.132,0.134,0.329
40606,11:16:46,-9.7073482,-0.2871518,1116.8,1,1.045,3.045,3.032,3.046,3.045,3.057,3.059,3.06,3.063,3.065,3.092,3.096,3.122,3.122,3.174,3.192,3.258,3.398,3.534,3.544,3.488,3.711,3.521,3.213,2.808,0.016,0.011,0.009,0.008,0.007,0.008,0.007,0.008,0.007,0.009,0.007,0.007,0.008,0.006,0.005,0.004,0.043,0.039,0.053,0.058,0.061,0.132,0.178,0.329
40607,11:16:47,-9.7065255,-0.2879745,1113.1,1,1.045,3.042,3.044,3.043,3.045,3.046,3.047,3.048,3.054,3.051,3.068,3.067,3.088,3.092,3.132,3.133,3.18,3.667,3.962,3.812,3.734,4.142,3.695,3.388,2.935,0.015,0.013,0.01,0.01,0.009,0.008,0.007,0.009,0.008,0.01,0.007,0.006,0.009,0.007,0.007,0.011,0.065,0.061,0.091,0.102,0.104,0.23,0.269,0.509
40608,11:16:48,-9.7057136,-0.288699,1108.6,1,1.045,3.093,3.086,3.047,3.04,3.032,3.023,3.021,3.02,3.013,3.01,3.001,3.003,3.002,3.038,3.011,3.021,3.367,3.511,3.503,3.511,3.686,3.618,3.437,2.977,0.015,0.011,0.011,0.009,0.008,0.009,0.007,0.008,0.007,0.009,0.007,0.008,0.008,0.006,0.007,0.004,0.04,0.039,0.053,0.07,0.058,0.196,0.314,0.587
40609,11:16:49,-9.7048925,-0.2895075,1104.1,1,1.045,3.864,3.86,3.883,3.893,3.904,3.915,3.919,3.92,3.932,3.963,3.966,3.996,4,4.05,4.083,4.143,3.667,3.95,3.833,3.711,3.891,3.611,3.388,2.977,0.021,0.012,0.008,0.007,0.007,0.007,0.007,0.006,0.005,0.009,0.006,0.006,0.006,0.005,0.008,0.008,0.061,0.056,0.081,0.095,0.102,0.176,0.268,0.587
40610,11:16:50,-9.7040784,-0.2903216,1100.2,1,1.045,3.101,3.094,3.083,3.084,3.073,3.072,3.072,3.073,3.066,3.069,3.064,3.075,3.072,3.11,3.09,3.114,3.401,3.535,3.556,3.453,3.702,3.463,3.242,2.698,0.013,0.01,0.007,0.005,0.006,0.006,0.006,0.005,0.004,0.008,0.005,0.005,0.005,0.005,0.006,0.007,0.041,0.041,0.053,0.061,0.058,0.133,0.22,0.229
40611,11:16:51,-9.702719,-0.2916209,1093,1,1.045,3.837,3.852,3.823,3.818,3.812,3.803,3.806,3.807,3.805,3.8,3.796,3.807,3.799,3.842,3.838,3.866,3.267,3.306,3.31,3.337,3.443,3.336,3.026,2.717,0.02,0.012,0.008,0.006,0.006,0.007,0.006,0.005,0.004,0.009,0.005,0.005,0.005,0.005,0.007,0.007,0.035,0.032,0.043,0.048,0.046,0.106,0.124,0.244
40612,11:16:52,-9.7015368,-0.2927632,1086.4,1,1.045,1.976,1.973,1.946,1.941,1.929,1.922,1.922,1.921,1.917,1.911,1.906,1.909,1.905,1.941,1.915,1.93,1.255,1.261,1.268,1.293,1.298,1.359,1.35,1.398,0.015,0.012,0.011,0.01,0.009,0.008,0.009,0.008,0.006,0.009,0.008,0.01,0.005,0.006,0.009,0.008,0.01,0.011,0.013,0.009,0.013,0.03,0.026,0.036
40613,11:16:53,-9.7007194,-0.2935383,1081.9,1,1.045,1.976,1.973,1.946,1.941,1.929,1.922,1.922,1.921,1.917,1.911,1.906,1.909,1.905,1.941,1.915,1.93,1.255,1.261,1.268,1.293,1.298,1.359,1.35,1.398,0.015,0.012,0.011,0.01,0.009,0.008,0.009,0.008,0.006,0.009,0.008,0.01,0.005,0.006,0.009,0.008,0.01,0.011,0.013,0.009,0.013,0.03,0.026,0.036
40614,11:16:54,-9.7003793,-0.2938233,1078.7,1,1.045,1.193,1.18,1.123,1.108,1.087,1.072,1.066,1.066,1.056,1.031,1.019,1.009,0.999,1.029,0.979,0.971,1.76,1.764,1.771,1.832,1.839,1.906,1.924,1.783,0.01,0.009,0.007,0.005,0.005,0.005,0.005,0.004,0.003,0.007,0.004,0.003,0.005,0.004,0.004,0.003,0.011,0.01,0.011,0.012,0.011,0.027,0.028,0.05
42333,11:45:33,-10.8688736,0.8764683,1333.3,1,1.035,5.952,5.913,6.003,6.012,6.024,6.019,6.011,6.018,6.039,6.037,6.022,6.041,6.005,6.063,5.959,5.908,4.747,5.694,4.462,4.035,4.748,4.335,5.529,3.176,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42334,11:45:34,-10.8695807,0.8771807,1334.5,1,1.035,5.952,5.913,6.003,6.012,6.024,6.019,6.011,6.018,6.039,6.037,6.022,6.041,6.005,6.063,5.959,5.908,4.747,5.694,4.462,4.035,4.748,4.335,5.529,3.176,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42335,11:45:35,-10.8700826,0.8776826,1335.7,1,1.035,1.156,1.136,1.065,1.048,1.022,1.004,0.999,0.998,0.985,0.949,0.937,0.919,0.906,0.924,0.864,0.84,0.104,0.103,0.101,0.092,0.09,0.077,0.058,0.08,0.024,0.029,0.025,0.023,0.025,0.023,0.023,0.022,0.023,0.024,0.022,0.023,0.023,0.021,0.02,0.027,0.02,0.021,0.018,0.016,0.023,0.018,0.01,0.032
42336,11:45:36,-10.8707526,0.8783526,1337.4,0,1.035,0.441,0.421,0.353,0.336,0.309,0.291,0.284,0.284,0.271,0.234,0.222,0.203,0.193,0.208,0.149,0.122,0.091,0.085,0.085,0.072,0.071,0.051,0.041,0.063,0.01,0.009,0.007,0.005,0.005,0.005,0.005,0.003,0.003,0.006,0.004,0.003,0.003,0.004,0.003,0.004,0.01,0.008,0.007,0.007,0.009,0.006,0.01,0.014
42337,11:45:37,-10.8719609,0.8796209,1339.8,0,1.035,0.447,0.423,0.354,0.337,0.31,0.294,0.286,0.285,0.272,0.234,0.223,0.203,0.194,0.209,0.149,0.125,0.094,0.085,0.087,0.074,0.071,0.051,0.048,0.06,0.011,0.009,0.007,0.005,0.005,0.006,0.006,0.005,0.004,0.007,0.005,0.003,0.004,0.004,0.003,0.005,0.011,0.01,0.007,0.009,0.008,0.005,0.021,0.012
42338,11:45:38,-10.8730061,0.8807061,1341.5,0,1.035,0.447,0.425,0.356,0.339,0.312,0.294,0.287,0.286,0.273,0.235,0.223,0.203,0.194,0.21,0.15,0.123,0.093,0.086,0.088,0.073,0.072,0.056,0.044,0.061,0.015,0.009,0.009,0.006,0.006,0.006,0.006,0.005,0.005,0.007,0.005,0.003,0.003,0.005,0.004,0.003,0.007,0.007,0.009,0.01,0.007,0.009,0.01,0.012
42339,11:45:39,-10.873732,0.881432,1342.4,0,1.035,0.447,0.425,0.356,0.339,0.312,0.294,0.287,0.286,0.273,0.235,0.223,0.203,0.194,0.21,0.15,0.123,0.093,0.086,0.088,0.073,0.072,0.056,0.044,0.061,0.015,0.009,0.009,0.006,0.006,0.006,0.006,0.005,0.005,0.007,0.005,0.003,0.003,0.005,0.004,0.003,0.007,0.007,0.009,0.01,0.007,0.009,0.01,0.012
42340,11:45:40,-10.8744633,0.8821962,1343.3,0,1.035,0.448,0.423,0.355,0.337,0.311,0.293,0.286,0.286,0.273,0.234,0.223,0.203,0.194,0.209,0.149,0.124,0.094,0.085,0.088,0.073,0.072,0.053,0.043,0.062,0.011,0.01,0.009,0.006,0.006,0.006,0.005,0.005,0.005,0.007,0.006,0.003,0.005,0.005,0.004,0.004,0.015,0.007,0.008,0.007,0.007,0.009,0.01,0.009
42341,11:45:41,-10.8751919,0.8829919,1344.5,0,1.035,0.447,0.424,0.356,0.339,0.312,0.294,0.288,0.286,0.273,0.235,0.224,0.205,0.195,0.211,0.151,0.125,0.096,0.086,0.089,0.074,0.074,0.055,0.051,0.069,0.01,0.009,0.007,0.006,0.006,0.006,0.005,0.004,0.004,0.008,0.005,0.005,0.005,0.005,0.005,0.003,0.008,0.008,0.008,0.007,0.007,0.018,0.015,0.012
42342,11:45:42,-10.8759148,0.8837148,1346,0,1.035,0.446,0.424,0.356,0.339,0.312,0.294,0.287,0.286,0.273,0.235,0.224,0.204,0.193,0.21,0.15,0.123,0.093,0.087,0.087,0.074,0.072,0.055,0.047,0.069,0.014,0.01,0.009,0.006,0.007,0.006,0.008,0.006,0.005,0.007,0.005,0.005,0.004,0.004,0.003,0.003,0.006,0.01,0.009,0.008,0.008,0.007,0.024,0.013
42343,11:45:43,-10.8766461,0.8844461,1346.1,0,1.035,0.448,0.424,0.356,0.34,0.312,0.295,0.286,0.286,0.274,0.236,0.224,0.204,0.194,0.211,0.151,0.124,0.093,0.087,0.087,0.073,0.074,0.053,0.05,0.059,0.011,0.009,0.008,0.006,0.006,0.006,0.005,0.004,0.005,0.007,0.006,0.003,0.005,0.004,0.003,0.004,0.014,0.007,0.008,0.007,0.007,0.01,0.012,0.009
42344,11:45:44,-10.8773773,0.8851773,1347,0,1.035,0.45,0.427,0.357,0.339,0.313,0.295,0.287,0.287,0.272,0.236,0.225,0.204,0.195,0.21,0.151,0.123,0.093,0.086,0.088,0.074,0.074,0.057,0.046,0.069,0.012,0.009,0.009,0.006,0.006,0.006,0.006,0.005,0.005,0.007,0.006,0.004,0.005,0.005,0.005,0.004,0.011,0.008,0.007,0.007,0.007,0.01,0.01,0.013
42345,11:45:45,-10.878099,0.8859864,1347,0,1.035,0.448,0.426,0.357,0.34,0.313,0.295,0.287,0.287,0.274,0.237,0.225,0.204,0.195,0.211,0.15,0.124,0.092,0.085,0.088,0.074,0.074,0.055,0.046,0.063,0.01,0.01,0.007,0.005,0.006,0.005,0.005,0.004,0.003,0.006,0.004,0.003,0.003,0.004,0.003,0.003,0.006,0.009,0.009,0.008,0.012,0.005,0.013,0.012
42346,11:45:46,-10.8788289,0.8867289,1347,0,1.035,0.446,0.426,0.357,0.339,0.312,0.294,0.286,0.286,0.273,0.235,0.224,0.203,0.194,0.209,0.15,0.124,0.091,0.084,0.086,0.073,0.071,0.05,0.046,0.056,0.01,0.01,0.007,0.005,0.006,0.005,0.005,0.004,0.003,0.006,0.004,0.003,0.004,0.004,0.002,0.003,0.006,0.008,0.008,0.008,0.007,0.011,0.01,0.01
42347,11:45:47,-10.8795526,0.8874526,1347.7,0,1.035,0.45,0.426,0.357,0.341,0.313,0.295,0.288,0.288,0.274,0.237,0.225,0.204,0.195,0.21,0.151,0.123,0.094,0.086,0.087,0.073,0.071,0.05,0.047,0.06,0.015,0.011,0.011,0.008,0.008,0.009,0.007,0.007,0.007,0.01,0.008,0.006,0.007,0.006,0.006,0.005,0.016,0.008,0.007,0.008,0.007,0.008,0.015,0.014
42348,11:45:48,-10.8807609,0.8887209,1348.6,0,1.035,0.452,0.429,0.359,0.341,0.314,0.297,0.289,0.288,0.276,0.237,0.226,0.205,0.196,0.211,0.152,0.125,0.094,0.086,0.087,0.074,0.073,0.057,0.05,0.063,0.012,0.012,0.009,0.006,0.006,0.005,0.006,0.004,0.004,0.007,0.004,0.005,0.003,0.005,0.003,0.003,0.008,0.008,0.007,0.008,0.007,0.007,0.01,0.011
42349,11:45:49,-10.8818061,0.8898061,1348.5,0,1.035,0.447,0.424,0.357,0.339,0.312,0.294,0.287,0.287,0.273,0.235,0.224,0.204,0.194,0.209,0.15,0.123,0.091,0.085,0.085,0.072,0.072,0.051,0.044,0.058,0.016,0.013,0.012,0.009,0.009,0.009,0.009,0.009,0.007,0.008,0.007,0.005,0.006,0.008,0.005,0.005,0.008,0.009,0.009,0.01,0.007,0.017,0.01,0.025
42350,11:45:50,-10.882532,0.890532,1348,0,1.035,0.447,0.424,0.357,0.339,0.312,0.294,0.287,0.287,0.273,0.235,0.224,0.204,0.194,0.209,0.15,0.123,0.091,0.085,0.085,0.072,0.072,0.051,0.044,0.058,0.016,0.013,0.012,0.009,0.009,0.009,0.009,0.009,0.007,0.008,0.007,0.005,0.006,0.008,0.005,0.005,0.008,0.009,0.009,0.01,0.007,0.017,0.01,0.025
42351,11:45:51,-10.8832633,0.8912633,1347.7,0,1.035,0.452,0.424,0.357,0.339,0.313,0.295,0.286,0.286,0.274,0.236,0.224,0.204,0.194,0.209,0.15,0.122,0.091,0.084,0.086,0.073,0.072,0.05,0.047,0.063,0.011,0.014,0.01,0.007,0.008,0.008,0.007,0.006,0.007,0.007,0.007,0.006,0.006,0.006,0.005,0.004,0.009,0.013,0.012,0.015,0.009,0.01,0.014,0.035
42352,11:45:52,-10.8840159,0.8920159,1347,0,1.035,0.446,0.423,0.355,0.338,0.311,0.293,0.286,0.285,0.272,0.234,0.223,0.202,0.194,0.208,0.149,0.122,0.091,0.085,0.086,0.073,0.072,0.053,0.047,0.069,0.021,0.018,0.019,0.014,0.015,0.014,0.013,0.014,0.012,0.012,0.011,0.01,0.01,0.01,0.009,0.009,0.013,0.008,0.007,0.01,0.009,0.018,0.01,0.009
42353,11:45:53,-10.8848148,0.8928148,1346.9,0,1.035,0.448,0.423,0.356,0.337,0.311,0.294,0.286,0.285,0.273,0.234,0.223,0.203,0.194,0.21,0.149,0.124,0.093,0.085,0.086,0.074,0.072,0.051,0.047,0.06,0.014,0.011,0.012,0.009,0.009,0.009,0.007,0.009,0.008,0.01,0.009,0.007,0.009,0.007,0.007,0.005,0.017,0.007,0.007,0.008,0.008,0.017,0.015,0.018
42354,11:45:54,-10.8855454,0.8935454,1346,0,1.035,0.445,0.422,0.354,0.336,0.31,0.293,0.285,0.285,0.271,0.234,0.222,0.202,0.193,0.208,0.15,0.122,0.09,0.084,0.085,0.073,0.071,0.052,0.045,0.059,0.014,0.014,0.012,0.009,0.01,0.01,0.01,0.009,0.008,0.008,0.008,0.008,0.007,0.007,0.006,0.005,0.01,0.009,0.007,0.008,0.007,0.005,0.01,0.016
42355,11:45:55,-10.8862668,0.8942668,1346,0,1.035,0.445,0.42,0.354,0.338,0.31,0.293,0.285,0.284,0.271,0.233,0.222,0.201,0.193,0.208,0.149,0.122,0.091,0.084,0.085,0.074,0.07,0.053,0.047,0.065,0.011,0.009,0.008,0.006,0.006,0.006,0.005,0.004,0.005,0.007,0.006,0.003,0.005,0.004,0.003,0.004,0.014,0.007,0.008,0.007,0.007,0.01,0.012,0.009
42356,11:45:56,-10.8869976,0.8949976,1346,0,1.035,0.445,0.42,0.353,0.336,0.309,0.291,0.284,0.283,0.271,0.233,0.221,0.201,0.192,0.208,0.149,0.122,0.09,0.083,0.084,0.072,0.069,0.053,0.044,0.058,0.01,0.011,0.008,0.006,0.006,0.005,0.006,0.004,0.004,0.006,0.004,0.004,0.003,0.004,0.004,0.004,0.006,0.008,0.008,0.009,0.008,0.005,0.014,0.014
42357,11:45:57,-10.8877289,0.8958075,1345.2,0,1.035,0.444,0.419,0.352,0.334,0.307,0.29,0.282,0.282,0.268,0.231,0.22,0.199,0.191,0.206,0.148,0.121,0.088,0.082,0.084,0.072,0.068,0.051,0.038,0.059,0.011,0.011,0.01,0.007,0.008,0.008,0.008,0.007,0.007,0.007,0.007,0.007,0.005,0.005,0.004,0.003,0.011,0.008,0.007,0.007,0.007,0.005,0.01,0.021
42358,11:45:58,-10.8884526,0.8965526,1345,0,1.035,0.443,0.418,0.351,0.334,0.306,0.289,0.281,0.281,0.268,0.231,0.218,0.199,0.19,0.205,0.146,0.118,0.093,0.083,0.085,0.072,0.07,0.049,0.048,0.067,0.014,0.01,0.011,0.008,0.008,0.008,0.007,0.007,0.007,0.009,0.007,0.005,0.006,0.005,0.005,0.005,0.016,0.008,0.008,0.007,0.007,0.006,0.013,0.012
42359,11:45:59,-10.8897209,0.8978209,1344.4,0,1.035,0.441,0.421,0.351,0.334,0.308,0.29,0.283,0.282,0.27,0.232,0.22,0.2,0.191,0.207,0.147,0.121,0.091,0.083,0.085,0.071,0.07,0.051,0.047,0.064,0.011,0.01,0.008,0.007,0.006,0.006,0.006,0.004,0.004,0.007,0.004,0.004,0.005,0.004,0.003,0.005,0.007,0.008,0.01,0.009,0.007,0.005,0.02,0.011
42360,11:46:00,-10.8908117,0.8989117,1344,0,1.035,0.444,0.419,0.351,0.334,0.307,0.289,0.282,0.282,0.268,0.23,0.219,0.199,0.19,0.206,0.146,0.121,0.09,0.083,0.084,0.072,0.07,0.051,0.044,0.063,0.01,0.009,0.007,0.005,0.005,0.005,0.005,0.003,0.004,0.006,0.005,0.003,0.004,0.004,0.003,0.004,0.013,0.008,0.008,0.007,0.008,0.012,0.018,0.01
42361,11:46:01,-10.8915383,0.8996383,1344,0,1.035,0.444,0.419,0.351,0.334,0.307,0.289,0.282,0.282,0.268,0.23,0.219,0.199,0.19,0.206,0.146,0.121,0.09,0.083,0.084,0.072,0.07,0.051,0.044,0.063,0.01,0.009,0.007,0.005,0.005,0.005,0.005,0.003,0.004,0.006,0.005,0.003,0.004,0.004,0.003,0.004,0.013,0.008,0.008,0.007,0.008,0.012,0.018,0.01
42986,11:56:26,-11.4273209,1.4445209,1217,0,1.037,0.497,0.471,0.396,0.376,0.346,0.326,0.317,0.317,0.301,0.259,0.247,0.225,0.212,0.229,0.162,0.132,0.096,0.091,0.089,0.075,0.077,0.053,0.042,0.059,0.01,0.01,0.007,0.005,0.006,0.005,0.005,0.004,0.003,0.006,0.004,0.003,0.003,0.004,0.003,0.003,0.006,0.008,0.009,0.007,0.011,0.005,0.014,0.014
42987,11:56:27,-11.4284117,1.4456632,1214.5,1,1.037,0.511,0.486,0.41,0.391,0.361,0.341,0.332,0.331,0.316,0.275,0.263,0.239,0.229,0.245,0.18,0.148,0.112,0.104,0.102,0.088,0.089,0.07,0.057,0.077,0.011,0.01,0.009,0.007,0.007,0.007,0.007,0.007,0.007,0.009,0.006,0.006,0.006,0.006,0.005,0.005,0.012,0.01,0.011,0.009,0.008,0.011,0.021,0.017
42988,11:56:28,-11.4291383,1.4464383,1213.2,1,1.037,0.511,0.486,0.41,0.391,0.361,0.341,0.332,0.331,0.316,0.275,0.263,0.239,0.229,0.245,0.18,0.148,0.112,0.104,0.102,0.088,0.089,0.07,0.057,0.077,0.011,0.01,0.009,0.007,0.007,0.007,0.007,0.007,0.007,0.009,0.006,0.006,0.006,0.006,0.005,0.005,0.012,0.01,0.011,0.009,0.008,0.011,0.021,0.017
42989,11:56:29,-11.4298633,1.4471962,1211.3,0,1.037,0.507,0.477,0.403,0.383,0.352,0.331,0.323,0.322,0.306,0.265,0.252,0.229,0.218,0.234,0.168,0.138,0.098,0.094,0.091,0.077,0.077,0.055,0.047,0.053,0.015,0.016,0.016,0.012,0.012,0.012,0.011,0.011,0.011,0.01,0.009,0.009,0.008,0.008,0.008,0.007,0.013,0.008,0.008,0.009,0.01,0.013,0.012,0.012
42990,11:56:30,-11.4305919,1.4479919,1209.5,0,1.037,0.504,0.478,0.402,0.382,0.351,0.332,0.322,0.322,0.307,0.264,0.252,0.23,0.217,0.233,0.166,0.137,0.097,0.095,0.089,0.074,0.079,0.051,0.038,0.053,0.015,0.012,0.011,0.007,0.008,0.007,0.007,0.006,0.006,0.007,0.007,0.006,0.006,0.005,0.003,0.005,0.01,0.007,0.007,0.007,0.008,0.014,0.01,0.01
42991,11:56:31,-11.4313148,1.4487292,1207.7,0,1.037,0.504,0.477,0.399,0.38,0.349,0.329,0.32,0.319,0.303,0.262,0.25,0.227,0.215,0.23,0.163,0.134,0.095,0.091,0.089,0.074,0.075,0.046,0.048,0.051,0.015,0.012,0.013,0.009,0.01,0.008,0.008,0.009,0.007,0.008,0.008,0.006,0.005,0.006,0.005,0.005,0.013,0.007,0.007,0.008,0.007,0.016,0.015,0.013
42992,11:56:32,-11.4320454,1.4495511,1205.9,0,1.037,0.504,0.478,0.4,0.381,0.35,0.329,0.321,0.32,0.304,0.263,0.251,0.227,0.216,0.232,0.166,0.136,0.213,0.208,0.207,0.198,0.199,0.183,0.178,0.193,0.011,0.01,0.007,0.005,0.005,0.006,0.005,0.004,0.004,0.007,0.005,0.004,0.005,0.004,0.003,0.003,0.011,0.01,0.007,0.007,0.008,0.008,0.017,0.01
42993,11:56:33,-11.4327668,1.4503627,1204.1,0,1.037,0.505,0.482,0.404,0.384,0.353,0.334,0.325,0.324,0.309,0.267,0.255,0.232,0.221,0.236,0.17,0.14,0.106,0.102,0.1,0.088,0.086,0.061,0.048,0.065,0.01,0.01,0.008,0.005,0.006,0.006,0.005,0.004,0.004,0.007,0.005,0.003,0.004,0.004,0.003,0.004,0.013,0.008,0.007,0.007,0.007,0.01,0.013,0.009
42994,11:56:34,-11.4334976,1.4510976,1202.3,0,1.037,0.504,0.478,0.401,0.379,0.349,0.33,0.32,0.32,0.305,0.262,0.25,0.227,0.215,0.231,0.165,0.134,0.096,0.092,0.09,0.075,0.076,0.048,0.042,0.055,0.015,0.012,0.013,0.009,0.01,0.008,0.008,0.009,0.008,0.009,0.008,0.006,0.006,0.006,0.004,0.005,0.013,0.007,0.007,0.009,0.007,0.014,0.016,0.012
42995,11:56:35,-11.4343075,1.4519075,1200.4,1,1.037,0.616,0.588,0.516,0.495,0.466,0.448,0.44,0.439,0.424,0.386,0.375,0.355,0.343,0.362,0.301,0.274,0.18,0.178,0.175,0.164,0.166,0.149,0.14,0.158,0.017,0.013,0.011,0.008,0.008,0.008,0.008,0.006,0.006,0.008,0.006,0.007,0.007,0.006,0.004,0.005,0.011,0.007,0.011,0.007,0.012,0.013,0.013,0.019
42996,11:56:36,-11.4350526,1.4526526,1199.3,1,1.037,0.566,0.54,0.465,0.444,0.413,0.395,0.387,0.386,0.371,0.33,0.319,0.297,0.286,0.304,0.239,0.212,0.498,0.498,0.498,0.506,0.507,0.501,0.5,0.517,0.011,0.01,0.009,0.006,0.006,0.006,0.007,0.007,0.005,0.007,0.005,0.006,0.005,0.004,0.004,0.003,0.009,0.008,0.007,0.007,0.008,0.009,0.011,0.012
42997,11:56:37,-11.4362609,1.4539209,1196.6,1,1.037,0.674,0.653,0.579,0.56,0.533,0.514,0.507,0.507,0.492,0.455,0.446,0.427,0.417,0.436,0.377,0.355,0.754,0.748,0.75,0.769,0.771,0.782,0.795,0.829,0.01,0.009,0.008,0.005,0.006,0.005,0.005,0.004,0.004,0.007,0.005,0.003,0.004,0.004,0.003,0.004,0.014,0.008,0.008,0.008,0.008,0.013,0.018,0.015
42998,11:56:38,-11.4373061,1.4550061,1194,1,1.037,0.558,0.531,0.454,0.435,0.406,0.385,0.378,0.377,0.363,0.322,0.31,0.29,0.277,0.294,0.232,0.202,0.306,0.304,0.302,0.299,0.298,0.287,0.284,0.302,0.01,0.01,0.007,0.006,0.006,0.006,0.005,0.004,0.004,0.008,0.005,0.005,0.006,0.005,0.004,0.003,0.01,0.007,0.008,0.007,0.007,0.019,0.017,0.012
42999,11:56:39,-11.438032,1.4557735,1192.2,1,1.037,0.558,0.531,0.454,0.435,0.406,0.385,0.378,0.377,0.363,0.322,0.31,0.29,0.277,0.294,0.232,0.202,0.306,0.304,0.302,0.299,0.298,0.287,0.284,0.302,0.01,0.01,0.007,0.006,0.006,0.006,0.005,0.004,0.004,0.008,0.005,0.005,0.006,0.005,0.004,0.003,0.01,0.007,0.008,0.007,0.007,0.019,0.017,0.012
